,Count of Amenities,bathrooms,bedrooms,fee,price,square_feet,costRange,allowedPets
52619,3,2.0,2,0,1863.0,1187,2,1
52620,4,2.0,2,0,2340.0,1208,3,1
52621,7,1.0,1,0,299.0,736,2,1
52622,4,2.0,2,0,1390.0,1015,2,0
52623,0,1.0,2,0,1085.0,911,1,1
52624,4,1.0,2,0,1165.0,950,2,0
52625,1,1.0,1,0,1495.0,856,3,0
52626,1,1.0,1,0,1070.0,691,3,0
52627,2,2.0,3,0,2098.0,1426,2,0
52628,6,1.0,1,0,811.0,760,2,0
52629,6,1.0,3,0,540.0,1135,1,0
52630,1,1.0,2,0,1475.0,750,3,0
52631,11,1.0,1,0,1291.0,650,3,0
52632,7,2.0,2,0,1295.0,1062,2,1
52633,8,1.0,1,0,835.0,744,2,1
52634,4,2.0,3,0,1239.0,1350,2,0
52635,3,2.0,2,0,1259.0,1182,2,0
52636,0,1.0,2,0,1495.0,850,3,0
52637,1,2.0,2,0,775.0,968,1,0
52638,2,2.0,2,0,1285.0,939,2,0
52639,4,1.5,1,0,1230.0,911,2,0
52640,2,1.0,1,0,1220.0,653,3,0
52641,8,2.0,2,0,1869.0,1180,3,0
52642,9,1.0,1,0,1603.0,697,2,0
52643,3,1.0,1,0,575.0,672,1,0
52644,3,2.0,2,0,1195.0,1061,2,1
52645,9,1.0,1,0,1628.0,697,2,1
52646,2,2.0,2,0,2351.0,1278,3,0
52647,2,2.0,2,0,2160.0,1259,3,1
52648,2,1.0,2,0,997.0,1010,2,0
52649,0,1.0,2,0,1645.0,1004,3,0
52650,4,1.0,1,0,1165.0,764,2,1
52651,12,2.0,3,0,1233.0,1235,2,1
52652,1,1.0,1,0,1360.0,686,2,0
52653,4,1.0,1,0,1364.0,756,3,0
52654,8,1.0,1,0,685.0,680,2,0
52655,2,2.0,2,0,917.0,1061,1,1
52656,4,2.0,2,0,1518.0,1030,3,1
52657,1,1.0,2,0,1100.0,549,2,1
52658,3,1.0,1,0,1143.0,650,2,1
52659,2,1.0,1,0,2650.0,1333,3,1
52660,2,1.0,1,0,2575.0,1333,3,0
52661,7,2.0,2,0,750.0,854,2,1
52662,12,2.0,2,0,1425.0,1106,2,1
52663,13,2.0,2,0,1490.0,1044,2,1
52664,1,1.0,2,0,1500.0,1000,2,0
52665,2,2.0,3,0,849.0,1025,1,0
52666,2,2.0,2,0,822.0,960,2,0
52667,3,1.0,2,0,850.0,900,2,1
52668,1,2.5,3,0,1478.0,1408,2,1
52669,1,2.0,2,0,2306.0,1109,3,0
52670,1,1.0,1,0,1830.0,756,3,0
52671,5,1.0,1,0,1655.0,827,3,0
52672,2,1.0,1,0,2230.0,901,3,1
52673,11,2.0,2,0,1760.0,921,3,0
52674,4,1.0,1,0,895.0,835,2,0
52675,7,1.0,1,0,995.0,700,2,0
52676,3,1.0,2,0,1627.0,865,3,0
52677,4,2.0,3,0,1600.0,1455,3,0
52678,2,1.5,2,0,605.0,1000,1,0
52679,13,2.0,2,0,1210.0,938,2,1
52680,13,1.0,1,0,995.0,700,2,1
52681,9,1.0,1,0,1500.0,676,3,1
52682,0,1.0,1,0,1575.0,847,3,1
52683,9,1.0,2,0,1420.0,1004,2,1
52684,3,2.0,2,0,1415.0,856,2,0
52685,0,1.0,1,0,875.0,615,3,0
52687,2,1.0,2,0,1454.0,436,3,0
52688,5,1.0,1,0,1849.0,729,3,0
52689,7,1.0,1,0,1215.0,761,2,0
52690,3,1.0,2,0,1220.0,900,2,0
52691,2,1.0,1,0,680.0,585,1,0
52692,7,2.0,2,0,1385.0,996,2,0
52693,0,1.0,1,0,1824.0,988,3,0
52694,3,1.0,1,0,1238.0,600,3,0
52695,5,1.0,1,0,1225.0,761,2,0
52696,8,2.0,3,0,1050.0,1336,1,0
52697,3,1.0,1,0,1420.0,845,2,0
52698,2,2.0,2,0,1199.0,1187,2,0
52699,8,2.0,2,0,1125.0,989,1,1
52700,1,1.0,2,0,910.0,900,2,0
52701,6,1.0,1,0,1429.0,780,3,1
52702,9,1.0,1,0,1075.0,761,2,1
52703,2,1.0,1,0,1765.0,677,3,1
52704,14,1.0,1,0,1125.0,770,2,1
52705,14,1.0,1,0,1260.0,867,2,1
52706,7,2.0,2,0,1549.0,1321,2,1
52707,9,2.0,2,0,1699.0,1100,2,0
52708,5,1.0,1,0,1455.0,1000,3,0
52709,1,1.0,1,0,580.0,624,2,1
52710,5,1.0,3,0,1265.0,1000,3,0
52711,11,1.0,1,0,2405.0,708,3,1
52712,0,1.0,1,0,1172.0,825,2,0
52713,11,1.0,1,0,785.0,606,2,1
52714,8,2.0,2,0,1475.0,1439,1,1
52715,10,2.0,2,0,2624.0,1072,3,1
52716,7,2.0,2,0,910.0,990,2,1
52717,3,1.0,1,0,1029.0,808,2,1
52718,2,1.0,1,0,730.0,682,1,0
52719,1,1.0,2,0,795.0,850,1,0
52720,3,2.0,2,0,1170.0,1065,1,0
52721,0,2.0,2,0,1010.0,1025,2,0
52722,3,1.0,1,0,875.0,663,2,0
52723,11,2.0,2,0,1583.0,964,2,1
52724,7,1.0,2,0,789.0,705,1,0
52725,1,2.0,2,0,2410.0,1186,3,0
52726,8,1.0,1,0,525.0,469,1,1
52727,2,1.0,1,0,648.0,519,1,1
52728,2,1.0,1,0,2000.0,863,3,0
52729,3,2.0,2,0,1560.0,926,2,0
52730,3,1.0,1,0,1210.0,813,2,1
52731,2,2.0,2,0,1270.0,983,1,0
52732,3,2.0,2,0,1965.0,1065,3,0
52733,12,1.0,2,0,1027.0,893,1,1
52734,4,2.0,2,0,2105.0,1365,3,0
52735,2,2.0,2,0,2015.0,1445,3,0
52736,3,2.0,2,0,1275.0,1137,2,0
52737,4,1.0,1,0,745.0,620,1,0
52738,3,1.0,2,0,1310.0,439,3,1
52739,3,2.0,2,0,1681.0,918,3,0
52740,2,1.0,1,0,1155.0,746,2,0
52741,4,1.0,2,0,1625.0,711,3,0
52742,2,2.0,2,0,2021.0,918,3,1
52743,3,1.0,1,0,880.0,693,1,0
52744,7,2.0,3,0,825.0,937,1,0
52745,3,1.5,3,0,1345.0,1115,2,1
52746,3,1.0,1,0,534.0,540,1,0
52747,6,2.0,2,0,1295.0,1057,2,0
52748,1,2.0,2,0,1555.0,1150,2,0
52749,2,1.0,2,0,1178.0,1067,1,1
52750,3,1.0,1,0,2174.0,689,3,0
52751,3,1.0,3,0,1876.0,1094,3,0
52752,0,1.0,1,0,549.0,476,1,0
52753,3,2.0,2,0,1553.0,1360,3,0
52754,1,1.5,2,0,1246.0,1055,2,0
52755,1,1.0,1,0,2225.0,758,3,0
52756,1,1.0,1,0,970.0,858,1,1
52757,2,2.0,2,0,1529.0,1300,2,0
52758,0,1.0,1,0,721.0,700,1,0
52759,0,1.0,1,0,950.0,800,2,0
52760,10,2.0,3,0,2817.0,1451,2,0
52761,0,1.0,1,0,935.0,600,2,1
52762,0,1.0,2,0,1995.0,870,3,0
52763,1,1.0,1,0,1169.0,661,2,0
52764,1,1.0,1,0,1020.0,863,1,0
52765,4,2.0,2,0,1788.0,1112,2,1
52766,3,1.0,1,0,1575.0,693,3,0
52767,0,1.0,1,0,1044.0,950,2,0
52768,0,1.0,2,0,1146.0,838,2,0
52769,11,2.0,2,0,928.0,1146,1,1
52771,11,2.0,2,0,885.0,1146,1,1
52772,3,1.0,1,0,1169.0,579,2,1
52773,6,1.0,1,0,900.0,741,2,0
52774,10,1.0,1,0,1216.0,700,2,1
52775,6,1.0,1,0,1525.0,340,3,1
52776,0,1.5,2,0,847.0,945,2,0
52777,1,2.0,2,0,2675.0,1211,3,0
52778,8,1.0,1,0,790.0,689,2,1
52779,3,2.0,2,0,1215.0,1000,2,0
52780,1,1.0,1,0,1624.0,730,3,0
52781,1,2.0,2,0,1665.0,1179,2,0
52782,2,2.0,2,0,2495.0,1019,3,0
52783,3,1.0,1,0,761.0,1046,2,1
52784,5,2.0,2,0,1499.0,1070,2,0
52785,2,1.0,2,0,786.0,850,2,0
52786,10,1.0,1,0,2004.0,543,3,0
52787,1,1.0,1,0,2360.0,689,3,1
52788,0,2.0,2,0,2950.0,1235,3,0
52789,9,1.0,2,0,1602.0,506,3,1
52790,7,2.0,3,0,1850.0,1439,3,0
52791,4,2.0,3,0,1180.0,1045,1,0
52792,7,2.0,3,0,967.0,1057,2,0
52793,1,1.0,1,0,2190.0,851,3,0
52794,1,1.0,2,0,1920.0,954,3,1
52795,0,2.0,2,0,2630.0,1083,3,1
52796,5,1.0,2,0,2015.0,864,3,0
52797,2,2.0,2,0,1277.0,1123,2,0
52798,2,2.0,2,0,2500.0,1080,3,0
52799,4,2.0,2,0,2265.0,1081,3,0
52800,11,2.0,2,0,1078.0,1068,2,0
52801,2,1.0,1,0,1345.0,961,2,0
52802,1,2.0,2,0,910.0,1075,2,0
52803,7,1.0,1,0,2250.0,695,3,1
52804,7,1.0,1,0,2795.0,788,3,0
52805,9,1.0,1,0,1881.0,744,3,1
52806,1,2.5,2,0,2615.0,1180,3,0
52807,1,2.0,2,0,2370.0,1090,3,0
52808,7,1.0,1,0,1889.0,824,3,0
52809,12,2.0,2,0,1099.0,1154,1,1
52810,3,2.0,2,0,1663.0,1189,2,1
52811,3,2.0,2,0,1470.0,1074,2,1
52812,0,2.0,2,0,1700.0,1123,2,0
52813,5,1.0,1,0,685.0,700,1,0
52814,2,1.0,1,0,1530.0,721,3,0
52816,0,1.0,1,0,850.0,665,1,1
52817,11,2.0,3,0,1600.0,1627,2,1
52818,1,2.0,2,0,1719.0,1120,3,1
52819,4,1.0,1,0,1330.0,796,3,0
52820,12,1.0,1,0,1495.0,861,3,1
52821,1,1.0,1,0,1135.0,709,3,0
52822,7,2.0,2,0,895.0,1076,2,1
52823,1,1.0,3,0,1150.0,557,3,1
52824,2,2.0,3,0,2240.0,1359,3,1
52825,2,2.5,2,0,1755.0,1307,3,1
52826,4,1.0,1,0,1849.0,936,3,1
52827,5,1.0,1,0,1558.0,750,3,0
52828,4,1.5,1,0,925.0,870,1,1
52829,5,1.5,2,0,895.0,1180,2,0
52830,7,2.0,2,0,1295.0,1035,2,1
52831,7,1.0,1,0,1175.0,785,2,1
52832,5,2.0,3,0,1270.0,1270,2,1
52833,0,1.0,1,0,1220.0,655,3,1
52834,6,2.0,2,0,702.0,974,1,1
52835,8,1.0,1,0,835.0,744,2,1
52836,4,1.0,1,0,1410.0,661,3,1
52837,9,1.0,1,0,1120.0,714,2,1
52838,3,2.0,2,0,1189.0,1140,2,0
52839,7,1.0,1,0,1325.0,750,2,0
52840,3,2.0,2,0,1213.0,923,2,1
52841,2,1.0,1,0,1465.0,931,3,0
52842,2,1.0,1,0,1237.0,829,2,0
52843,7,1.0,1,0,1350.0,705,3,0
52844,9,1.0,1,0,814.0,852,1,0
52845,2,2.0,2,0,1360.0,1031,3,0
52846,4,2.0,2,0,1995.0,1100,3,0
52847,10,2.0,3,0,2000.0,1280,3,0
52848,7,2.0,2,0,2175.0,1088,3,0
52849,0,2.0,2,0,1832.0,1072,3,1
52850,5,1.0,2,0,815.0,875,1,0
52851,4,1.0,1,0,968.0,600,2,0
52852,4,2.0,2,0,1059.0,900,2,0
52853,4,2.5,3,0,2231.0,1580,2,0
52854,8,1.0,1,0,1399.0,825,3,0
52855,3,2.0,2,0,1549.0,1069,2,1
52856,11,2.0,2,0,1616.0,1213,3,1
52857,2,1.0,1,0,1220.0,653,3,0
52858,4,2.0,2,0,1125.0,910,2,0
52859,6,2.0,3,0,1271.0,1264,2,1
52860,3,1.0,1,0,1288.0,854,2,0
52861,2,2.0,2,0,2010.0,1250,2,0
52862,15,2.0,2,0,1325.0,1277,2,0
52863,5,1.0,1,0,1285.0,750,2,0
52864,5,2.0,2,0,1245.0,1224,2,0
52865,5,2.0,2,0,1505.0,986,2,0
52866,5,1.0,1,0,970.0,914,2,0
52867,3,2.0,2,0,1535.0,934,2,0
52868,2,1.0,1,0,1500.0,647,2,1
52869,4,1.0,1,0,1111.0,600,2,1
52870,2,1.0,1,0,992.0,950,2,0
52871,0,1.0,1,0,1845.0,927,3,0
52872,2,1.0,1,0,925.0,750,1,0
52873,2,2.0,2,0,696.0,955,1,0
52874,2,1.0,2,0,798.0,757,2,0
52875,8,2.0,2,0,995.0,1050,2,0
52876,4,1.0,1,0,1646.0,500,3,0
52877,2,1.0,1,0,2250.0,792,3,0
52878,4,2.0,3,0,1830.0,1320,2,0
52879,2,1.0,1,0,1950.0,700,3,0
52880,2,2.0,2,0,1947.0,1094,3,0
52881,2,2.0,2,0,822.0,960,2,0
52882,2,2.0,2,0,1345.0,1188,2,0
52883,7,2.0,2,0,1235.0,960,2,0
52884,7,2.0,3,0,1624.0,1320,2,0
52885,1,1.0,1,0,1758.0,700,3,0
52886,10,1.0,1,0,1055.0,700,2,1
52887,5,1.0,1,0,1098.0,660,2,1
52888,0,1.0,1,0,515.0,560,1,0
52889,8,1.0,2,0,1300.0,903,2,1
52890,1,1.0,2,0,1570.0,845,3,1
52891,1,2.0,2,0,1200.0,1007,2,0
52893,5,2.0,2,0,1395.0,1082,2,0
52895,5,2.0,2,0,945.0,964,1,1
52896,13,2.0,2,0,1410.0,1100,2,1
52897,7,1.0,1,0,1495.0,837,3,0
52898,3,1.0,1,0,885.0,650,2,0
52899,2,2.0,2,0,2210.0,1134,3,0
52900,8,2.0,2,0,1150.0,1195,1,0
52901,7,2.0,2,0,925.0,1057,1,0
52902,0,1.0,1,0,622.0,750,2,1
52903,4,1.0,1,0,939.0,757,1,0
52904,7,1.5,2,0,1060.0,1455,1,0
52905,0,2.0,2,0,1435.0,1112,2,0
52906,2,2.0,2,0,2010.0,1055,3,0
52907,4,1.0,2,0,1915.0,766,3,1
52908,7,2.0,2,0,910.0,990,2,1
52909,11,1.0,1,0,940.0,858,2,1
52910,5,1.0,1,0,725.0,620,1,0
52911,7,1.0,1,0,870.0,1016,1,0
52912,1,2.0,2,0,1545.0,1370,2,0
52913,6,1.0,1,0,1545.0,713,3,1
52915,1,2.0,3,0,1675.0,1361,2,1
52916,7,1.0,1,0,589.0,506,1,0
52917,0,1.0,1,0,600.0,885,1,0
52918,3,2.0,2,0,1465.0,926,2,0
52919,0,1.0,1,0,934.0,642,2,0
52920,11,2.0,2,0,1288.0,870,2,1
52921,8,2.0,2,0,960.0,888,1,1
52922,2,2.0,2,0,2025.0,1094,3,0
52923,3,1.0,1,0,1300.0,653,2,0
52924,11,2.0,2,0,1345.0,1240,2,0
52925,9,1.0,1,0,815.0,650,1,0
52926,6,1.0,1,0,1004.0,586,2,1
52927,3,1.0,2,0,2106.0,950,3,1
52928,9,1.0,1,0,775.0,640,1,1
52929,4,2.0,2,0,1323.0,1092,2,0
52930,0,1.0,1,0,625.0,500,1,0
52931,3,2.0,2,0,2335.0,1173,3,0
52932,0,1.0,1,0,995.0,815,2,0
52933,6,1.0,1,0,1500.0,925,2,1
52934,3,2.0,2,0,1883.0,998,3,0
52935,4,1.0,1,0,1857.0,956,3,0
52936,1,2.0,2,0,1935.0,1121,3,0
52937,7,1.0,1,0,550.0,478,1,0
52938,7,2.0,3,0,825.0,937,1,1
52939,4,1.0,1,0,1560.0,626,3,0
52940,8,2.5,3,0,1428.0,1435,2,1
52941,2,2.0,2,0,1209.0,900,2,0
52942,2,1.0,2,0,1400.0,900,2,0
52943,2,1.0,2,0,665.0,825,1,0
52944,1,1.0,1,0,1225.0,626,2,0
52945,0,2.0,2,0,1455.0,1241,2,1
52946,6,2.0,2,0,955.0,879,1,1
52947,4,2.0,2,0,1410.0,1122,2,1
52948,11,1.0,1,0,1221.0,665,2,1
52949,5,2.0,2,0,1190.0,934,2,0
52950,7,2.0,2,0,1090.0,1070,2,1
52951,6,2.0,3,0,1195.0,1355,1,0
52952,4,1.0,1,0,799.0,800,1,0
52953,2,1.0,2,0,690.0,875,1,1
52954,2,2.0,2,0,1030.0,1136,1,0
52955,3,2.0,2,0,1610.0,1046,2,1
52956,0,1.0,2,0,1300.0,850,2,0
52957,2,1.0,1,0,875.0,350,1,0
52958,7,1.0,1,0,945.0,840,1,1
52960,1,1.0,1,0,1115.0,806,3,0
52961,6,2.0,2,0,962.0,1168,1,0
52962,13,1.0,1,0,740.0,788,1,1
52963,0,2.0,2,0,1555.0,1150,1,1
52965,6,2.0,2,0,845.0,1000,1,1
52966,0,1.0,1,0,1030.0,695,2,1
52967,4,2.0,2,0,1519.0,1040,2,0
52968,8,1.0,1,0,1022.0,771,2,1
52969,8,2.0,2,0,1688.0,980,3,1
52970,2,1.5,2,0,1385.0,885,3,0
52971,3,2.0,3,0,2165.0,1428,3,1
52972,17,1.0,1,0,1835.0,733,3,1
52973,2,1.0,1,0,975.0,459,2,0
52974,0,1.0,1,0,1010.0,857,2,0
52975,3,2.0,2,0,1375.0,1222,3,1
52976,1,1.0,1,0,1509.0,824,3,0
52977,0,1.0,2,0,1309.0,900,3,0
52978,0,1.0,1,0,450.0,700,1,0
52979,0,2.0,2,0,1380.0,1201,1,1
52980,1,1.0,1,0,1420.0,692,3,1
52981,1,2.0,2,0,1545.0,1130,3,1
52982,0,2.0,2,0,791.0,878,1,1
52983,0,1.0,1,0,915.0,712,2,1
52984,1,1.0,1,0,1595.0,750,3,0
52985,2,1.0,1,0,1440.0,1136,2,0
52986,1,1.0,1,0,1279.0,846,2,0
52987,0,2.0,2,0,2035.0,982,3,0
52988,0,1.0,1,0,965.0,870,2,0
52989,1,2.0,2,0,1125.0,1239,2,1
52990,2,1.0,2,0,2586.0,1333,3,0
52991,1,1.0,1,0,732.0,660,2,0
52992,0,1.0,1,0,2077.0,704,3,1
52993,7,1.0,1,0,1203.0,563,2,0
52994,1,2.0,2,0,1105.0,943,1,0
52995,6,2.0,2,0,1135.0,1192,1,0
52996,4,1.0,1,0,1565.0,697,3,1
52997,0,2.0,2,0,2485.0,1098,3,0
52998,6,1.0,1,0,990.0,863,1,0
52999,8,1.0,1,0,935.0,676,2,1
53000,4,1.0,1,0,1298.0,796,2,1
53001,2,1.0,1,0,1319.0,769,2,0
53002,2,2.0,3,0,1914.0,1381,2,1
53003,1,1.0,2,0,1440.0,656,3,1
53004,1,1.0,2,0,925.0,474,2,0
53005,2,1.0,1,0,738.0,400,2,1
53006,1,1.0,1,0,1090.0,780,2,1
53007,0,1.0,1,0,852.0,683,2,0
53008,3,1.0,1,0,920.0,726,2,0
53010,1,2.0,2,0,2195.0,1470,3,0
53011,0,1.0,0,0,1495.0,340,3,0
53012,6,1.0,1,0,1072.0,741,2,0
53013,2,1.0,2,0,1725.0,1126,2,0
53014,5,2.0,2,0,1099.0,1010,2,0
53015,4,1.0,2,0,850.0,850,1,0
53016,3,2.5,2,0,2875.0,1644,3,0
53017,0,2.0,3,0,979.0,1095,2,0
53018,1,1.0,1,0,1517.0,730,3,0
53019,6,1.0,2,0,762.0,810,2,1
53020,1,2.0,2,0,1705.0,1179,2,0
53021,7,1.0,1,0,2295.0,950,3,1
53022,5,2.0,3,0,1899.0,1448,2,0
53023,1,2.0,2,0,1595.0,1065,2,0
53024,13,2.0,3,0,1128.0,1205,1,1
53025,5,1.0,1,0,1260.0,832,2,0
53026,5,2.0,2,0,1199.0,1070,2,1
53027,3,1.0,1,0,2480.0,620,3,0
53028,2,1.0,1,0,975.0,663,2,0
53029,7,1.0,1,0,1127.0,500,2,1
53030,10,1.0,1,0,1178.0,649,2,0
53031,0,1.0,1,0,2120.0,793,3,0
53033,5,1.0,1,0,915.0,811,2,0
53034,1,2.0,2,0,2105.0,1234,3,1
53035,11,2.0,2,0,1200.0,870,2,0
53036,8,2.0,2,0,1325.0,1091,2,1
53037,1,1.0,1,0,1655.0,782,3,1
53038,0,1.0,1,0,2025.0,794,3,1
53039,1,1.0,0,0,200.0,800,1,0
53040,5,2.0,2,0,1286.0,896,2,1
53041,3,1.0,1,0,1795.0,830,3,1
53042,15,2.0,2,0,1579.0,1022,2,1
53043,4,1.0,3,0,1122.0,520,2,0
53044,2,1.0,1,0,886.0,681,2,1
53045,4,2.0,2,0,1050.0,1100,2,0
53046,2,1.0,1,0,928.0,584,2,1
53047,7,2.0,2,0,2310.0,960,3,0
53048,4,1.5,1,0,1240.0,1052,2,1
53049,6,1.0,1,0,924.0,868,1,1
53050,1,1.0,2,0,1630.0,1093,3,0
53051,4,2.0,3,0,1789.0,1236,2,0
53052,2,1.0,2,0,805.0,701,1,0
53053,3,2.0,2,0,1590.0,1295,2,0
53054,7,2.0,2,0,1405.0,1367,2,1
53055,5,1.0,1,0,820.0,695,1,0
53056,2,2.0,2,0,1510.0,1093,3,1
53057,6,2.0,2,0,2584.0,1251,3,0
53058,1,2.0,2,0,2530.0,1130,3,1
53059,1,2.0,2,0,2065.0,1250,3,0
53060,2,2.0,2,0,1575.0,1084,2,0
53062,1,2.0,2,0,1217.0,1219,2,0
53063,3,2.0,3,0,1105.0,1200,1,1
53064,0,1.0,1,0,1390.0,600,3,0
53065,2,1.0,1,0,875.0,650,2,0
53066,9,2.0,2,0,1500.0,1083,2,1
53067,2,1.0,1,0,1827.0,1000,3,0
53068,3,2.0,3,0,1635.0,1400,2,0
53069,2,2.0,2,0,1302.0,1325,1,1
53070,4,1.0,1,0,869.0,750,2,0
53071,0,2.0,2,0,1650.0,1001,3,1
53072,7,2.0,2,0,1425.0,987,2,0
53073,0,1.0,1,0,645.0,906,1,1
53074,3,1.0,1,0,1078.0,739,2,1
53075,6,2.0,3,0,1480.0,1196,2,0
53076,3,1.0,1,0,1420.0,759,3,1
53077,2,1.0,1,0,1395.0,792,3,0
53078,1,2.0,2,0,1760.0,1050,3,1
53079,7,2.0,3,0,1490.0,1196,2,0
53080,1,2.0,2,0,1583.0,1224,2,0
53081,3,2.0,2,0,1263.0,1009,2,1
53082,1,2.0,2,0,1399.0,1294,2,0
53083,2,1.0,1,0,1395.0,792,3,0
53084,3,2.0,3,0,1314.0,1232,2,0
53085,3,1.0,1,0,974.0,751,2,0
53086,2,1.0,1,0,1250.0,776,3,0
53087,10,2.0,3,0,1145.0,1325,2,0
53088,6,1.0,1,0,1409.0,825,3,1
53089,3,1.0,1,0,1689.0,770,3,1
53090,6,2.0,2,0,2005.0,1072,3,1
53091,5,1.0,1,0,920.0,515,2,1
53092,2,2.0,2,0,1084.0,1112,2,1
53093,1,1.0,2,0,1500.0,725,3,0
53094,3,1.0,1,0,1197.0,898,2,0
53095,5,2.0,2,0,1500.0,960,2,0
53096,5,2.0,2,0,1450.0,986,2,0
53097,5,2.0,2,0,1500.0,986,2,0
53098,8,1.0,1,0,825.0,661,2,1
53099,0,1.0,1,0,1093.0,727,2,1
53100,1,2.0,2,0,2690.0,1295,3,0
53101,1,1.0,1,0,1913.0,901,3,1
53102,4,2.0,2,0,1910.0,1273,3,1
53103,3,2.0,2,0,1490.0,934,2,0
53104,3,2.0,2,0,1572.0,1085,2,0
53105,10,1.0,1,0,1394.0,830,3,1
53106,5,1.0,1,0,1612.0,700,3,0
53107,4,1.0,1,0,1540.0,883,3,0
53108,8,2.0,2,0,1137.0,968,2,1
53109,5,1.0,1,0,980.0,842,2,0
53110,1,1.0,1,0,675.0,500,2,1
53111,13,1.0,1,0,1105.0,842,2,1
53112,3,1.0,1,0,1090.0,754,2,1
53113,4,1.0,2,0,1550.0,782,3,0
53114,5,2.0,2,0,1116.0,946,2,1
53115,14,2.0,2,0,1280.0,1003,2,0
53116,5,2.0,2,0,1121.0,946,2,1
53117,3,1.0,2,0,1627.0,865,3,1
53118,8,1.0,1,0,1627.0,800,3,1
53119,5,1.0,2,0,915.0,995,2,0
53120,0,1.0,2,0,915.0,995,2,0
53121,7,2.0,3,0,1230.0,1040,2,1
53122,5,1.0,1,0,1035.0,779,2,0
53123,7,2.0,3,0,1230.0,1040,2,1
53124,1,2.0,2,0,1430.0,1192,2,1
53125,4,1.0,1,0,975.0,719,2,1
53126,1,2.0,3,0,2199.0,1528,2,0
53127,7,1.0,1,0,481.0,692,1,0
53128,1,2.0,2,0,1390.0,1036,2,0
53129,3,1.0,1,0,2250.0,575,3,0
53130,3,2.0,2,0,2275.0,1233,3,0
53131,3,1.0,1,0,2197.0,985,3,0
53132,8,1.0,2,0,1350.0,903,2,1
53133,4,1.0,1,0,1877.0,795,3,0
53134,2,1.0,2,0,1135.0,650,3,0
53135,1,1.5,2,0,1825.0,934,3,0
53136,5,1.0,2,0,690.0,570,1,0
53137,1,2.0,2,0,2024.0,1098,3,0
53138,1,1.0,1,0,1574.0,765,3,0
53139,2,1.0,1,0,680.0,585,1,0
53140,5,2.0,2,0,1375.0,1082,2,1
53141,5,2.0,2,0,1375.0,1082,2,0
53142,1,1.5,2,0,1880.0,934,3,0
53143,5,1.0,2,0,710.0,675,1,0
53144,2,2.0,3,0,1530.0,1278,2,0
53145,10,2.0,2,0,1055.0,1116,1,0
53146,11,2.0,2,0,1055.0,1116,1,0
53147,2,1.0,2,0,640.0,724,2,1
53148,3,1.0,2,0,949.0,850,2,0
53149,0,2.0,2,0,1495.0,830,2,1
53150,8,1.0,1,0,875.0,758,1,0
53151,3,1.0,1,0,950.0,803,1,0
53152,2,1.0,1,0,1413.0,720,3,0
53153,1,2.0,2,0,1280.0,904,2,1
53154,1,1.0,0,0,850.0,400,2,0
53155,2,2.5,2,0,1395.0,1561,2,1
53156,3,2.0,3,0,1215.0,1226,2,1
53157,2,2.0,3,0,1316.0,1265,2,1
53158,2,1.0,1,0,800.0,823,1,0
53159,8,2.0,3,0,1430.0,1165,2,0
53160,1,2.0,2,0,1250.0,1293,1,1
53161,4,1.5,2,0,1169.0,1200,2,0
53162,1,1.0,1,0,1483.0,862,3,1
53163,8,2.0,2,0,1375.0,1249,1,1
53164,5,1.0,1,0,745.0,738,1,0
53165,8,2.0,2,0,1910.0,1040,3,1
53166,2,2.0,3,0,1741.0,1274,2,0
53167,2,1.0,1,0,1678.0,821,2,0
53168,13,1.0,1,0,815.0,604,1,1
53169,1,2.0,2,0,2740.0,1227,3,0
53170,0,1.0,2,0,991.0,870,2,0
53171,5,1.0,1,0,630.0,690,2,1
53172,8,1.0,1,0,1560.0,635,3,1
53173,2,1.0,1,0,659.0,686,1,0
53174,2,1.0,1,0,688.0,578,1,1
53175,1,1.0,1,0,800.0,600,1,0
53176,5,1.0,1,0,685.0,720,1,1
53177,5,1.0,1,0,710.0,712,1,1
53178,4,2.0,2,0,1000.0,1035,1,0
53179,6,1.0,1,0,1197.0,840,2,1
53180,3,1.0,1,0,1780.0,850,3,1
53181,1,1.0,1,0,1626.0,951,2,1
53182,6,1.0,1,0,1025.0,592,2,1
53183,11,1.0,1,0,1410.0,876,2,0
53184,4,2.0,2,0,961.0,1069,1,1
53185,1,2.0,2,0,1517.0,880,3,0
53186,2,2.0,2,0,2315.0,1179,3,0
53187,6,1.0,1,0,1250.0,835,2,1
53188,6,2.0,2,0,930.0,888,1,1
53190,12,1.0,1,0,1147.0,610,2,1
53191,9,1.0,1,0,2139.0,923,3,1
53192,6,1.0,1,0,822.0,741,1,0
53193,11,2.0,3,0,1350.0,1419,1,0
53194,1,2.0,2,0,1573.0,1166,2,0
53195,1,1.5,2,0,770.0,880,1,0
53196,0,1.0,1,0,1090.0,653,2,0
53197,1,1.0,1,0,1400.0,1191,1,0
53199,8,1.0,1,0,810.0,800,1,1
53200,2,1.5,2,0,780.0,900,1,0
53201,13,2.0,2,0,1208.0,1042,3,1
53202,3,1.0,2,0,1585.0,884,2,1
53203,4,1.0,2,0,2250.0,1016,3,1
53204,4,2.0,3,0,1686.0,1192,2,1
53206,6,1.0,1,0,825.0,721,1,1
53207,1,2.0,3,0,1554.0,1366,3,0
53208,1,2.0,2,0,877.0,912,1,1
53210,8,1.0,1,0,840.0,680,1,1
53211,3,1.0,1,0,1535.0,877,3,1
53212,7,2.0,2,0,1315.0,962,2,0
